"filename", "language", "TypeScript", "JSON with Comments", "Markdown", "JavaScript", "JSON", "XML", "PostCSS", "MS SQL", "TypeScript JSX", "YAML", "comment", "blank", "total"
"c:\Users\ashis\quizzy\quiz-backend\src\types\ai\pinecone.d.ts", "TypeScript", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 22
"c:\Users\ashis\quizzy\quiz-backend\src\types\controllers\auth.d.ts", "TypeScript", 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 20
"c:\Users\ashis\quizzy\quiz-backend\src\types\controllers\quiz.d.ts", "TypeScript", 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 36
"c:\Users\ashis\quizzy\quiz-backend\src\types\express\index.d.ts", "TypeScript", 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12
"c:\Users\ashis\quizzy\quiz-backend\src\types\express\multer.d.ts", "TypeScript", 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 26
"c:\Users\ashis\quizzy\quiz-backend\src\types\notion.ts", "TypeScript", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\Users\ashis\quizzy\quiz-backend\src\types\routes\auth.d.ts", "TypeScript", 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 20
"c:\Users\ashis\quizzy\quiz-backend\src\types\routes\quiz.d.ts", "TypeScript", 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 20
"c:\Users\ashis\quizzy\quiz-backend\src\types\utils\ai.d.ts", "TypeScript", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 17
"c:\Users\ashis\quizzy\quiz-backend\src\types\utils\chunk.d.ts", "TypeScript", 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 2, 19
"c:\Users\ashis\quizzy\quiz-backend\src\utils\ai.ts", "TypeScript", 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 64
"c:\Users\ashis\quizzy\quiz-backend\src\utils\calculateresult.ts", "TypeScript", 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 77
"c:\Users\ashis\quizzy\quiz-backend\src\utils\checkAuth.ts", "TypeScript", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11
"c:\Users\ashis\quizzy\quiz-backend\src\utils\chunk.ts", "TypeScript", 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 22
"c:\Users\ashis\quizzy\quiz-backend\src\utils\delete.file.ts", "TypeScript", 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12
"c:\Users\ashis\quizzy\quiz-backend\src\utils\generateRelevantQuery.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 7, 49
"c:\Users\ashis\quizzy\quiz-backend\src\utils\parsepdf.ts", "TypeScript", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9
"c:\Users\ashis\quizzy\quiz-backend\src\utils\readfile.ts", "TypeScript", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\Users\ashis\quizzy\quiz-backend\tsconfig.json", "JSON with Comments", 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30
"Total", "-", 1481, 57, 331, 212, 1738, 5, 263, 69, 9023, 7779, 512, 3252, 24722
